"first_name","last_name","hire_date"
"Reinhold","Biron","1/6/1989"
"Jaideep","Mandelberg","12/7/1989"
"Rosita","Rissanen","6/21/1989"
"Werner","Deville","10/9/1989"
"Maja","Rabehasaina","11/12/1989"
"Marit","Plumb","8/12/1989"
"Alselm","Fioravanti","3/15/1989"
"Mingdong","Hinsberger","3/3/1989"
"Gift","Stanger","9/29/1989"
"Vesna","Engelmann","9/3/1989"
"Heather","Underwood","11/22/1989"
"Ortrud","Bellone","6/18/1989"
"Weiru","Pearson","4/27/1989"
"Yuping","Verspoor","4/30/1989"
"Lorien","Selvestrel","7/24/1989"
"Sasan","Nivat","4/26/1989"
"Jeanna","Schlegelmilch","11/29/1989"
"Ekawit","Champarnaud","8/22/1989"
"Christ","Shihab","8/4/1989"
"Martine","Czaja","10/11/1989"
"Xuejia","Pagter","3/26/1989"
"Vitali","Polajnar","2/25/1989"
"Kazuyasu","England","5/13/1989"
"Maja","Garnier","5/3/1989"
"Arch","Taneja","11/6/1989"
"Vasilii","Brandsma","5/11/1989"
"Fan","Katalagarianos","8/14/1989"
"Shahaf","Ambroszkiewicz","3/21/1989"
"Vitaly","Casley","7/23/1989"
"Chaoyi","Fritzsche","10/25/1989"
"Ingmar","Nations","7/3/1989"
"Gian","Bondorf","9/4/1989"
"Tadahiro","Ellozy","4/18/1989"
"Mizuhito","Luef","8/16/1989"
"Eldridge","Rehfuss","1/15/1989"
"Serenella","Makinen","5/15/1989"
"Pascal","Imataki","8/2/1989"
"Miyeon","Jeansoulin","7/9/1989"
"Xiaoheng","Olivero","12/12/1989"
"Janalee","Weisert","12/1/1989"
"Berto","Gopalakrishnan","1/12/1989"
"Eben","Rosiles","1/6/1989"
"Remco","Akaboshi","9/21/1989"
"Yechezkel","Pelc","11/12/1989"
"Hein","Buescher","3/21/1989"
"Utz","Plessier","1/22/1989"
"Dharmaraja","Zhang","3/23/1989"
"Woody","Uchoa","5/11/1989"
"Jenwei","Birsak","6/13/1989"
"Ipke","Pesch","8/5/1989"
"Khatoun","Barriga","7/16/1989"
"Kotesh","Luders","7/8/1989"
"Masako","Farrel","11/8/1989"
"Niranjan","Iisaku","5/23/1989"
"Apostol","Peir","2/21/1989"
"Sajjad","Narahara","9/7/1989"
"Masato","Garnick","11/24/1989"
"Michaela","Candan","7/2/1989"
"Sanjit","Bashian","7/28/1989"
"Snehasis","Rodier","9/7/1989"
"Idoia","Improta","8/21/1989"
"Gad","Mawatari","7/12/1989"
"Sudhanshu","Binding","11/6/1989"
"Rosita","Thebaut","8/18/1989"
"Arunachalam","Besselaar","8/21/1989"
"Poorav","McAffer","1/1/1989"
"Tiina","Zirintsis","2/6/1989"
"Augustine","Radwan","4/25/1989"
"Przemyslawa","Fujisaki","2/14/1989"
"Luerbio","Nitta","10/28/1989"
"Akemi","Straney","7/12/1989"
"Parke","Stifter","2/24/1989"
"Trygve","Petersohn","10/18/1989"
"Chinho","Diderrich","7/12/1989"
"Ashish","Zultner","1/13/1989"
"Baoqiu","Botman","1/29/1989"
"Rutger","Falster","11/4/1989"
"Tsz","Bottner","10/14/1989"
"Mingsen","Mundy","12/25/1989"
"Raimond","Kirkerud","10/28/1989"
"Szabolcs","Delgrande","10/27/1989"
"Arch","Remmers","1/7/1989"
"Nakhoon","Wuwongse","6/6/1989"
"Mooi","Morrow","7/8/1989"
"Jolita","Rajala","1/16/1989"
"Yunming","Rabejac","9/21/1989"
"Mabhin","Quadeer","1/18/1989"
"Dipayan","Beutelspacher","7/23/1989"
"Wilmer","Dahlbom","5/28/1989"
"Constantino","Braunschweig","12/10/1989"
"Makato","Preusig","9/7/1989"
"Nagui","Heinisuo","1/15/1989"
"Herbert","Emden","10/22/1989"
"Tooru","Uludag","9/10/1989"
"Arch","Quittner","11/21/1989"
"Bernd","Marchesini","3/29/1989"
"Somnath","Bazzichi","2/4/1989"
"Tamiya","Ramamoorthy","12/31/1989"
"Urs","Molberg","9/30/1989"
"Dietrich","Kawashima","2/27/1989"
"Rafols","Yurek","4/8/1989"
"Paloma","Lundstrom","1/4/1989"
"Zsolt","Osgood","10/22/1989"
"Sibyl","Khasidashvili","4/4/1989"
"Berry","Panwar","6/18/1989"
"Huai","Esposito","5/31/1989"
"Wayne","Cichocki","11/20/1989"
"Mansur","Basawa","9/25/1989"
"Volkmar","Keustermans","7/26/1989"
"Hironoby","Swiler","3/17/1989"
"Mikhail","Broomell","8/11/1989"
"Kwangjo","Hambrick","2/12/1989"
"Weiyi","Brattka","10/7/1989"
"Brewster","Merle","1/12/1989"
"Pranav","Ashish","1/27/1989"
"Kwok","Hellwagner","9/17/1989"
"Xiahua","Bahi","10/8/1989"
"Luigi","Welham","10/26/1989"
"Nalini","Liedekerke","5/12/1989"
"Geoffrey","Terekhov","7/8/1989"
"Chaoyi","Jahnichen","1/25/1989"
"Manibrata","Poehlman","6/11/1989"
"Nalini","Montresor","5/10/1989"
"Goncalo","Aumann","9/11/1989"
"Oscal","Ozery","8/1/1989"
"Michaela","Pfau","7/28/1989"
"Rajmohan","Brodie","3/6/1989"
"Gonzalo","Barbanera","12/31/1989"
"KayLiang","Pena","10/31/1989"
"Baocai","Masaki","3/8/1989"
"Almudena","Vernadat","9/21/1989"
"Utz","Servieres","10/27/1989"
"Dmitri","Ressouche","4/25/1989"
"Ortrud","Yamaashi","6/6/1989"
"Zijian","Krychniak","8/22/1989"
"Shrikanth","Onuegbe","6/26/1989"
"Xiaoshan","Francisci","5/21/1989"
"Sampalli","Negoita","6/7/1989"
"Fatemeh","Gecsei","4/11/1989"
"Jiann","Matzke","4/2/1989"
"Jamaludin","Brodie","8/11/1989"
"Howell","Lorin","11/5/1989"
"George","Maliniak","3/17/1989"
"Felicidad","Vingron","9/14/1989"
"Florian","Rabehasaina","10/31/1989"
"Zhilian","Luck","6/19/1989"
"Giap","Zaccaria","12/23/1989"
"Stamatina","Cusworth","10/7/1989"
"Susumu","Cullers","2/8/1989"
"Maria","Boudaillier","7/6/1989"
"Mikhail","Waterhouse","6/6/1989"
"Sadok","Comte","2/1/1989"
"Quingbo","Luke","3/27/1989"
"Alain","Baik","1/13/1989"
"Jagoda","Riefers","3/16/1989"
"Niclas","Trogemann","8/29/1989"
"Mikhail","Miara","5/16/1989"
"Hauke","Janocha","6/12/1989"
"Zdislav","Kisuki","6/5/1989"
"Hsiangchu","Ghalwash","8/23/1989"
"Oscar","Baig","3/3/1989"
"Taisook","Anguita","12/19/1989"
"Sailaja","Scharstein","3/4/1989"
"Gonzalo","Kamble","10/15/1989"
"Suebskul","Siegrist","1/17/1989"
"Matk","Rohrbach","9/12/1989"
"Deborah","Jumpertz","9/1/1989"
"Sasan","Bazzichi","1/29/1989"
"Hein","Pulkowski","12/22/1989"
"Marco","Cronau","1/31/1989"
"Hausi","Basawa","3/6/1989"
"Lalit","Kilgore","6/29/1989"
"Bikash","Shumilov","6/27/1989"
"Aleksander","Thiria","5/9/1989"
"Gretta","Swiler","2/12/1989"
"Christophe","Belinskaya","1/3/1989"
"Chenyi","Serot","7/30/1989"
"Haldon","Haraldson","4/25/1989"
"Khaled","Swick","5/23/1989"
"Terresa","Brickell","12/3/1989"
"Mario","Luga","7/4/1989"
"Sverrir","Strooper","1/29/1989"
"Angel","Vilarrasa","3/19/1989"
"Ayakannu","Biros","2/1/1989"
"Lokesh","Schlenzig","6/17/1989"
"Irene","Stemann","1/6/1989"
"Florian","Lorcy","10/2/1989"
"Elzbieta","Oskamp","4/28/1989"
"Vitaly","Nilsson","8/17/1989"
"Oddvar","Gecseg","1/25/1989"
"Cathie","Gist","12/4/1989"
"Berthier","Cheshire","11/6/1989"
"Parto","Encarnacion","8/11/1989"
"Gen","Kakkar","8/15/1989"
"Guoxiang","Herbst","6/1/1989"
"Margareta","Brizzi","7/5/1989"
"Basem","Gecsei","10/2/1989"
"Olivera","Zhiwei","3/14/1989"
"Marsal","Gecsel","2/12/1989"
"Genki","Fiutem","6/18/1989"
"Mario","Boissier","10/29/1989"
"Nishit","Narwekar","8/16/1989"
"Tesuya","Hutter","8/31/1989"
"Guttorm","Reghbati","1/9/1989"
"Kirk","Kohling","1/25/1989"
"Insup","Brookman","3/7/1989"
"Jacqueline","Grospietsch","4/16/1989"
"Surveyors","Dredge","2/24/1989"
"Luigi","Leuchs","11/8/1989"
"Jaber","Asrin","12/8/1989"
"Gift","Godskesen","5/13/1989"
"Temple","Vakili","8/3/1989"
"Alair","Ponthieu","3/30/1989"
"Erzsebet","Hertweck","8/24/1989"
"Valery","Ambroszkiewicz","10/5/1989"
"Duangkaew","Piveteau","8/24/1989"
"Deniz","Garnham","8/28/1989"
"Toshimitsu","Fujisawa","8/1/1989"
"Yinlin","Schreiter","10/3/1989"
"Sreenivas","Perko","5/17/1989"
"Holgard","Thombley","6/13/1989"
"Shan","Kaminger","3/26/1989"
"Chaosheng","Schlumberger","3/31/1989"
"Petter","Lorho","9/16/1989"
"Heejo","Pero","6/6/1989"
"Phule","Baaz","8/13/1989"
"Pascal","Angiulli","10/19/1989"
"Oguz","Basart","5/15/1989"
"Marit","Pramanik","1/10/1989"
"Irene","Panienski","2/17/1989"
"Khatoun","Lagarias","6/15/1989"
"Gino","Melton","2/4/1989"
"Dmitri","Keirsey","2/3/1989"
"Pranay","Kalafatis","4/19/1989"
"Jaewon","Gide","6/8/1989"
"Niclas","Lorys","6/5/1989"
"Basil","Alpay","6/3/1989"
"Danai","Sherertz","8/18/1989"
"Teruyuki","Pusterhofer","12/7/1989"
"Miquel","Comyn","8/11/1989"
"Jouko","Hanratty","1/18/1989"
"Ramachenga","Saoudi","8/29/1989"
"Yucel","Seghrouchni","1/22/1989"
"Girolamo","Miara","2/6/1989"
"Oksana","Brookner","12/28/1989"
"Conal","Worfolk","4/8/1989"
"Gadiel","Bernardinello","4/24/1989"
"Goo","Jansen","1/18/1989"
"Hiroyasu","Cardazo","12/4/1989"
"Harjit","Rehfuss","12/29/1989"
"Odinaldo","Wolniewicz","8/4/1989"
"Yuqun","Besancenot","1/3/1989"
"Aran","Fiutem","10/18/1989"
"Mari","Knightly","12/24/1989"
"Shushma","Nastansky","9/2/1989"
"Kannan","Levergood","5/14/1989"
"Beshir","Marchesini","7/7/1989"
"Adin","Rotem","7/9/1989"
"Jianhua","Knightly","7/1/1989"
"Jiafu","Goodrum","9/16/1989"
"Guenter","Klerer","6/30/1989"
"Maha","Tomescu","6/14/1989"
"Henk","Wiegley","11/17/1989"
"Siamak","Murtafg","5/5/1989"
"Masaru","Nannarelli","11/25/1989"
"Qingxiang","Hofting","3/23/1989"
"Ramzi","Chaudhuri","2/13/1989"
"Fumiko","Jayawardene","4/6/1989"
"Suvo","Gimbel","5/11/1989"
"Owen","Beilner","2/23/1989"
"Niteen","Eldridge","5/10/1989"
"Martijn","Panwar","11/12/1989"
"Shirish","Harnett","8/2/1989"
"Anneli","Bednarek","11/23/1989"
"Masoud","Compeau","12/27/1989"
"Ziyad","Botman","6/24/1989"
"Guther","Varman","8/16/1989"
"Fun","Zedlitz","9/20/1989"
"Mary","Botman","11/24/1989"
"Gao","Poulakidas","2/14/1989"
"Rildo","Ozeri","3/24/1989"
"Van","Honglei","9/13/1989"
"Tadanori","Erie","8/21/1989"
"Adib","Paludetto","1/30/1989"
"Bezalel","Crelier","6/28/1989"
"Mani","Waschkowski","8/8/1989"
"Tomofumi","Plumb","1/9/1989"
"Jiakeng","Mattern","7/16/1989"
"Florina","Luke","2/5/1989"
"Shin","Bratten","2/7/1989"
"Kenton","Fontan","9/26/1989"
"Emran","Kirkerud","1/8/1989"
"Shakhar","Leslie","7/18/1989"
"Christ","Snyers","4/9/1989"
"Yaghout","Cronan","3/11/1989"
"Gro","Stille","4/10/1989"
"Mostafa","Uchoa","2/15/1989"
"Reinhold","Birjandi","8/11/1989"
"Achilleas","Argence","1/17/1989"
"Faiza","Pileggi","4/14/1989"
"Arne","Coorg","3/11/1989"
"Sariel","Dulin","4/12/1989"
"Mart","Grandbois","2/22/1989"
"Xuedong","Goodrum","4/2/1989"
"Vitaly","Eiter","1/16/1989"
"Makato","Azulay","8/5/1989"
"Tokuyasu","Yamaashi","5/8/1989"
"Chanjung","Luit","5/25/1989"
"Hatsukazu","Petersohn","8/21/1989"
"Subhrajyoti","Spinelli","7/10/1989"
"Jongsuk","Tasistro","3/4/1989"
"Claudi","Barvinok","6/3/1989"
"Terresa","Birta","2/7/1989"
"Mary","Ibel","1/19/1989"
"Zine","Validov","7/30/1989"
"Nakhoon","Yeung","5/18/1989"
"Zeljko","Jansch","1/17/1989"
"Stein","Hinsberger","7/12/1989"
"Bezalel","Ponthieu","1/18/1989"
"Thodoros","Perly","10/12/1989"
"Eldridge","Luft","3/5/1989"
"Alselm","Erev","5/8/1989"
"Szabolcs","Nooteboom","3/5/1989"
"Kazuhito","Kabayashi","8/5/1989"
"Genevieve","Rettelbach","11/9/1989"
"Bouchung","Peng","6/9/1989"
"Yannik","Mandell","1/12/1989"
"Halsur","Mandell","10/27/1989"
"Dmitry","Middleton","7/1/1989"
"Nikolaus","Siegrist","4/23/1989"
"Jaber","Whitcomb","8/11/1989"
"Quingbo","Czap","1/10/1989"
"Peer","Shimshoni","7/5/1989"
"Fan","Flasterstein","2/25/1989"
"Yurii","Bondorf","6/19/1989"
"Bedir","Schapire","2/28/1989"
"Masali","Eppinger","9/19/1989"
"Josyula","Coorg","4/12/1989"
"Xuejia","Conta","9/7/1989"
"Arra","Siksek","12/9/1989"
"Khedija","Curless","9/8/1989"
"Armond","Beausoleil","1/14/1989"
"Constantino","Syrotiuk","10/12/1989"
"Bingning","Decaestecker","8/2/1989"
"Weidon","Schmezko","9/8/1989"
"Miomir","Vidya","11/28/1989"
"Kauko","Xiaoshan","3/29/1989"
"Frederique","Tagansky","12/17/1989"
"Alejandro","Gien","2/24/1989"
"Sarita","Engberts","8/25/1989"
"Srinidhi","Schaap","11/17/1989"
"Weijing","Baja","11/12/1989"
"Arco","Leuchs","9/10/1989"
"Goa","Carrera","10/18/1989"
"Arun","Waymire","7/9/1989"
"Ottavia","Meszaros","10/31/1989"
"Aimee","Schwartzburd","11/30/1989"
"Hairong","Lortz","4/12/1989"
"Mayuri","Rosis","6/10/1989"
"Venkatesan","Kushner","5/24/1989"
"Gill","Capobianchi","9/23/1989"
"Shaibal","Improta","12/3/1989"
"Hidde","Azuma","2/17/1989"
"Teruyuki","Mitchem","4/22/1989"
"Pohua","Frezza","8/23/1989"
"Ashish","Jenevein","4/9/1989"
"Matt","Chvatal","9/9/1989"
"Filipe","Dahlbom","4/6/1989"
"Kristinn","Bernatsky","12/15/1989"
"Gina","Toyoshima","10/20/1989"
"Mayumi","Piazza","11/24/1989"
"Shaowei","Masamoto","12/12/1989"
"Mart","Velasco","3/4/1989"
"Jeanna","Pocchiola","2/14/1989"
"Claude","Scallan","11/3/1989"
"Piyawadee","Streng","4/12/1989"
"Kauko","Perly","11/1/1989"
"Shigeaki","Brlek","10/20/1989"
"Cristinel","Kaminger","4/14/1989"
"Guozhong","Sidje","2/14/1989"
"Udaiprakash","Rando","1/12/1989"
"Bartek","Chartres","6/23/1989"
"Leen","Thimonier","1/25/1989"
"Stella","Thambidurai","5/25/1989"
"Jianhao","Nooteboom","8/3/1989"
"Cristinel","Michaeli","9/20/1989"
"Jaewoo","Eppinger","5/11/1989"
"Arumugam","Toyoshima","1/5/1989"
"Fumiyo","Gist","10/31/1989"
"Soenke","Geffroy","4/11/1989"
"Odoardo","Weiland","4/22/1989"
"Ramalingam","Plesums","12/22/1989"
"Mayumi","Kopetz","12/2/1989"
"Willard","Guerreiro","7/12/1989"
"Yunming","Besselaar","1/4/1989"
"Dines","Woycyznski","4/28/1989"
"Radhika","Doering","8/20/1989"
"Jeane","Mitchem","8/4/1989"
"Oksana","Georg","12/18/1989"
"Youpyo","Whittlesey","10/18/1989"
"Sedat","Magliocco","1/29/1989"
"Divier","Hiyoshi","2/24/1989"
"Nirmal","Hedayat","4/9/1989"
"Shaowei","DuCasse","10/10/1989"
"Mitsuyuki","Erdmenger","6/6/1989"
"Heejo","Marrakchi","10/29/1989"
"Kenroku","Poulakidas","2/1/1989"
"Kendra","Bahk","9/6/1989"
"Fabrizio","Kroft","2/12/1989"
"Florina","Molberg","4/8/1989"
"Yannik","Rosca","3/21/1989"
"Shahid","Skrikant","10/18/1989"
"Alagu","Waleschkowski","11/28/1989"
"Uta","Bahi","9/8/1989"
"Przemyslawa","Pusterhofer","5/28/1989"
"Parto","Kranzdorf","10/17/1989"
"Richard","Pulkowski","5/8/1989"
"Maik","Dichev","3/5/1989"
"Christophe","Heijenga","12/19/1989"
"Genki","Mullainathan","1/7/1989"
"Krister","Fendler","11/20/1989"
"Rimli","Marquardt","9/7/1989"
"Florian","Kuzuoka","6/5/1989"
"JoAnne","Fadgyas","12/2/1989"
"Suvo","Rothenberg","4/18/1989"
"Conrado","Ventosa","8/11/1989"
"Edwin","Carrere","12/7/1989"
"Stella","Piveteau","1/4/1989"
"Arun","Ushiama","4/23/1989"
"Jinpo","Plump","5/23/1989"
"Uno","Eastman","3/17/1989"
"Barna","Besselaar","8/18/1989"
"Chandrasekaran","Ishibashi","1/9/1989"
"Emdad","Ranze","9/6/1989"
"Arif","Parhami","7/12/1989"
"Yinghua","Angelov","2/18/1989"
"Kristine","Luff","9/3/1989"
"Bartek","Besselaar","10/30/1989"
"Shakhar","Bruckman","2/1/1989"
"Cullen","Budinsky","8/2/1989"
"Harjit","Furedi","1/19/1989"
"Tadahiko","Murrill","9/15/1989"
"Lunjin","Zambonelli","5/13/1989"
"Franziska","Fargier","11/4/1989"
"Hailing","Selenyi","2/15/1989"
"Hongzhu","Gewali","12/13/1989"
"Bingning","Butterworth","5/11/1989"
"Toney","Heusch","5/28/1989"
"Berhard","Brookner","7/9/1989"
"Toshimo","Akiyama","8/16/1989"
"Chanjung","Cromarty","1/16/1989"
"Malu","Kruskal","5/10/1989"
"Duro","Peral","4/21/1989"
"Jackson","Cheshire","6/17/1989"
"Goetz","Radivojevic","3/6/1989"
"Gadiel","Gruenwald","8/22/1989"
"Arto","Homond","2/2/1989"
"Luisa","Khasidashvili","6/18/1989"
"Shigehito","Perin","2/26/1989"
"Mamdouh","Masaki","2/10/1989"
"Jaideep","Jahnichen","4/22/1989"
"Eberhardt","Comte","7/12/1989"
"Zhenbing","Wrigley","7/30/1989"
"Djenana","Stenning","7/20/1989"
"Mohua","Sudbeck","6/25/1989"
"Kazuhiro","Benaini","2/9/1989"
"Martijn","Bahl","3/10/1989"
"Mizuhito","Cochrane","11/18/1989"
"Hitofumi","Lenart","2/24/1989"
"Kwangho","Klassen","12/9/1989"
"Chiranjit","Pokrovskii","12/22/1989"
"Cristinel","Ghalwash","12/6/1989"
"Gully","Beutelspacher","3/11/1989"
"Howell","Sichman","7/22/1989"
"Shaleah","Potthoff","6/30/1989"
"Ayakannu","McFarlan","12/26/1989"
"Zongyan","Farrar","9/10/1989"
"Kayoko","Isard","8/3/1989"
"Ortrun","Setlzner","9/6/1989"
"Subbu","Clouatre","11/16/1989"
"Siamak","Gyorkos","9/13/1989"
"Bartek","Luby","3/11/1989"
"Jaewoo","Arlazarov","10/27/1989"
"Weidon","Awdeh","6/9/1989"
"Christoph","Gyimothy","7/9/1989"
"Arvin","Castellani","11/28/1989"
"Kousuke","Rabehasaina","1/20/1989"
"Lansing","Hellwagner","3/8/1989"
"Gaetan","Kisuki","7/14/1989"
"Kiyokazu","Copas","3/26/1989"
"Phillip","Jenevein","5/14/1989"
"Rutger","Gilg","7/10/1989"
"Maik","Rullman","2/22/1989"
"Felicidad","Reeken","10/30/1989"
"Tzu","Stentiford","10/24/1989"
"Shaz","Suermann","11/28/1989"
"Dekang","Kakkad","1/3/1989"
"Pantung","Hofting","7/21/1989"
"Divine","Marzano","9/12/1989"
"Xuedong","Ginneken","3/23/1989"
"Idoia","Zlotek","1/16/1989"
"Indrajit","Rettelbach","10/20/1989"
"Xiong","Bugaenko","4/9/1989"
"Shmuel","Ratnakar","6/22/1989"
"Ortrun","Moffat","12/10/1989"
"Tremaine","Weedman","12/12/1989"
"Kristina","Michaels","12/24/1989"
"Diederik","Molenkamp","5/13/1989"
"Mountaz","Sadowski","5/14/1989"
"Gregory","Kuszyk","1/13/1989"
"Tse","Kieras","1/7/1989"
"Bikash","Katalagarianos","8/2/1989"
"Vincent","Nanard","9/9/1989"
"Renny","Katzenelson","3/7/1989"
"Yannik","Tagansky","4/1/1989"
"Danco","Highland","9/2/1989"
"Yoshinari","Pileggi","10/21/1989"
"Moss","Majewski","8/21/1989"
"Sadun","Binding","7/1/1989"
"Alair","Birjandi","4/18/1989"
"TRUE","Thibadeau","11/15/1989"
"Mario","Thummel","8/15/1989"
"Suebskul","Kaelbling","6/21/1989"
"Malu","Stenning","4/27/1989"
"Jingling","Perko","9/28/1989"
"Zhongwei","Morris","6/17/1989"
"Dinah","Beilner","9/7/1989"
"Shuji","Lakshmanan","12/5/1989"
"Roselyn","Heusch","8/1/1989"
"Masato","Range","2/27/1989"
"Moss","Maraist","4/20/1989"
"Kenton","Porenta","2/1/1989"
"Jiafu","Ranum","1/31/1989"
"Yuping","Gilg","11/6/1989"
"Shigeo","Borovoy","2/8/1989"
"Jianwen","Perly","10/6/1989"
"Becky","Luit","2/24/1989"
"Bouchung","Hiltgen","9/19/1989"
"Chikako","Geffroy","6/26/1989"
"Tonia","Krichel","4/19/1989"
"Takahira","Yoshizawa","4/1/1989"
"Shugo","Decleir","10/10/1989"
"Barun","Middleton","5/31/1989"
"Candida","Sethi","8/1/1989"
"Qunsheng","Braccini","2/1/1989"
"Bangqing","Furedi","7/18/1989"
"Shawna","Schaar","12/5/1989"
"Lokesh","Danecki","1/26/1989"
"Isamu","Orsini","12/19/1989"
"Ennio","Hiyoshi","1/21/1989"
"Demin","Clemencon","4/1/1989"
"Gudjon","Ranon","8/17/1989"
"Yahiko","Hofting","3/23/1989"
"Mohua","Ouhyoung","6/20/1989"
"Rosalie","Greenaway","8/26/1989"
"Ronnie","Plump","1/4/1989"
"Dzung","Gniady","11/15/1989"
"Ziya","Suppi","11/1/1989"
"Behnaam","Sooriamurthi","8/18/1989"
"Nathalie","Eiron","10/16/1989"
"Toshimi","Bruckman","4/29/1989"
"Cullen","Eiron","3/7/1989"
"Tesuro","Dulin","6/5/1989"
"Alenka","Gomatam","8/23/1989"
"Vincent","Kilgour","8/12/1989"
"Manton","Terekhov","4/7/1989"
"Kenton","Shumilov","11/14/1989"
"Ramalingam","Broder","8/7/1989"
"Haldun","Giaccio","2/22/1989"
"Rosita","Matzov","11/2/1989"
"Otmar","Kroon","9/13/1989"
"Chikara","Oskamp","7/29/1989"
"Qunsheng","Matzat","5/25/1989"
"Sampalli","Parascandalo","3/24/1989"
"Mabry","Maginnis","11/19/1989"
"Bingning","Erez","1/31/1989"
"Shahid","Garnier","7/19/1989"
"Ingemar","Thummel","12/5/1989"
"Masaki","Pargaonkar","8/1/1989"
"Dipayan","Butterworth","2/15/1989"
"Pantung","Panienski","3/23/1989"
"Holgard","Monarch","8/27/1989"
"Shounak","Varman","1/15/1989"
"Zejun","Merli","10/12/1989"
"Sampalli","Clemencon","11/9/1989"
"Greger","Itzfeldt","10/9/1989"
"Yucel","Leslie","9/6/1989"
"Houman","Flexer","4/11/1989"
"Shounak","Chiodo","10/30/1989"
"Nathan","Murrill","3/25/1989"
"Kazuhira","Iisaka","12/8/1989"
"Krassimir","Brookner","8/13/1989"
"Stafford","Lundstrom","12/30/1989"
"Marco","Mersereau","12/4/1989"
"Mads","Birch","5/7/1989"
"Hauke","Azadmanesh","1/5/1989"
"Jaana","Biran","3/24/1989"
"Gurbir","Zielinski","1/9/1989"
"Renee","Rosch","2/2/1989"
"Leucio","Gadepally","1/26/1989"
"Billur","Iivonen","2/9/1989"
"Tokuyasu","Yurek","10/13/1989"
"Bedrich","Schoegge","2/18/1989"
"Adly","Koyama","5/12/1989"
"Maria","Reeken","3/25/1989"
"Lalit","Chartres","3/2/1989"
"Lakshmi","Georgakopoulos","12/12/1989"
"Matt","Halloran","6/28/1989"
"Janche","Wuwongse","6/27/1989"
"Kenroku","Ramaiah","11/18/1989"
"Narain","Eldridge","8/8/1989"
"Fun","Rijckaert","11/7/1989"
"Evgueni","Eugenio","3/31/1989"
"Marin","Snedden","9/7/1989"
"Gio","Engelmann","8/28/1989"
"Mokhtar","Isard","5/18/1989"
"Mana","Olano","1/1/1989"
"Berry","Heuter","7/23/1989"
"Ingmar","Begiun","1/10/1989"
"Mansur","Kornyak","8/16/1989"
"Ranga","Mungall","10/23/1989"
"Chikara","Melton","9/13/1989"
"Toshimo","Birrer","7/13/1989"
"Hausi","Rathonyi","5/27/1989"
"Gennadi","DuCasse","4/19/1989"
"Geoffrey","Yetto","4/15/1989"
"Stamatina","Varker","1/17/1989"
"Huican","Hitomi","7/30/1989"
"Kerhong","Peroz","2/7/1989"
"Mabo","Kuzuoka","6/28/1989"
"Maia","Awdeh","8/29/1989"
"Divier","Basart","3/7/1989"
"Huei","Rattan","1/6/1989"
"Gretta","Lieblein","9/24/1989"
"Wojceich","Flanders","9/16/1989"
"Yakkov","Conti","4/7/1989"
"Tua","Denna","12/13/1989"
"Hailing","Olano","3/11/1989"
"Gaurav","Pokrovskii","9/23/1989"
"Syozo","Larfeldt","11/15/1989"
"Giao","Turnbull","8/27/1989"
"Gian","Peir","4/4/1989"
"Patricio","Eastman","4/8/1989"
"Miomir","Ritcey","7/17/1989"
"Hidefumi","Dratva","11/25/1989"
"Berto","Trelles","11/24/1989"
"Hercules","Itschner","8/26/1989"
"Premal","Dehkordi","10/26/1989"
"Luigi","Berztiss","1/13/1989"
"Toong","Barriga","2/27/1989"
"Adamantios","Lichtman","10/8/1989"
"Bernt","Haumacher","10/14/1989"
"Deniz","Peltason","3/15/1989"
"Aloke","Chinal","11/9/1989"
"Marie","Horswill","4/8/1989"
"Martien","Mikschl","9/7/1989"
"Elrique","Usery","4/6/1989"
"Juichirou","Makinen","5/15/1989"
"Xinyu","Gulla","10/20/1989"
"Tetsushi","Shackel","5/21/1989"
"Amstein","Matteis","8/20/1989"
"Haldun","Isaac","6/16/1989"
"Dante","Cesareni","1/30/1989"
"Navid","Koshiba","7/28/1989"
"Abdelwaheb","Menyhert","3/15/1989"
"Maya","Rullman","6/22/1989"
"Marit","Pietracaprina","7/21/1989"
"Gen","Aloia","1/27/1989"
"Jaana","Guerreiro","11/18/1989"
"Leen","Keustermans","4/28/1989"
"Lech","Baba","9/15/1989"
"Rildo","Merey","5/1/1989"
"Xiaocheng","Schicker","12/19/1989"
"Domenick","Hardjono","7/10/1989"
"Nahla","Krohn","1/10/1989"
"Jinya","Matzel","8/12/1989"
"Miyeon","Rebaine","11/26/1989"
"Yurij","DiGiano","3/17/1989"
"Mikhail","Guardalben","7/9/1989"
"Hausi","Litecky","7/11/1989"
"Marsja","Marwedel","1/24/1989"
"Jingling","Hutter","3/20/1989"
"Barun","Bennet","12/12/1989"
"Ibibia","Chenney","1/3/1989"
"Arif","Terlouw","12/26/1989"
"Cordelia","Fiutem","3/2/1989"
"Heon","Wolniewicz","2/10/1989"
"Arnould","Geffroy","2/27/1989"
"Jaihie","Birsak","2/28/1989"
"Mechthild","Klyachko","3/28/1989"
"Baoqiu","Schnabel","6/8/1989"
"Kagan","Kropf","4/23/1989"
"Lalit","Perl","2/16/1989"
"Inderjeet","Iacovou","4/7/1989"
"Mang","Parascandalo","3/19/1989"
"Brewster","Ramsay","1/7/1989"
"Goncalo","Rosca","9/17/1989"
"Kazuhito","Srimani","8/2/1989"
"Christfried","Arlazarov","5/11/1989"
"Yannik","Lukaszewicz","8/18/1989"
"Marl","Ranft","9/11/1989"
